dist_m_grid,current_mA,voltage_mV,ax_x100,ay_x100,az_x100,amag_x100,imu_ax_g,imu_ay_g,imu_az_g,imu_total_g_reported,accel_total_g,imu_total_g,accel_total_m_s2,accel_dynamic_g,accel_dynamic_m_s2,imu_ax_m_s2,imu_ax_bias_m_s2,imu_ax_dynamic_m_s2,imu_ax_dynamic_smooth_m_s2,imu_ay_m_s2,imu_ay_bias_m_s2,imu_ay_dynamic_m_s2,imu_ay_dynamic_smooth_m_s2,imu_az_m_s2,imu_az_bias_m_s2,imu_az_dynamic_m_s2,imu_az_dynamic_smooth_m_s2,accel_longitudinal_raw_g,accel_longitudinal_m_s2,imu_forward_dynamic_m_s2,accel_longitudinal_smooth_m_s2,jerk_m_s3,accel_m_s2,accel_mag,lat,lon,elev,x,y,gps_dt_s,gps_dist_m,gps_cumdist_m,gps_speed_m_s_raw,gps_speed_m_s,gps_speed_kph,dt_s,dist_m,elev_diff_m,speed_m_s,speed_kph,gps_longitudinal_accel_raw_m_s2,gps_longitudinal_accel_m_s2,gps_longitudinal_accel_abs_m_s2,grade_raw_pct,grade_pct,uphill_grade_pct,downhill_grade_pct,power_w,energy_wh,energy_j,cum_energy_j,cum_energy_wh,efficiency_wh_per_km,timestamp_ms,time,gps_time
0.0,10087.0,24288.0,111.0,-989.0,7.0,995.0,0.111,-0.989,0.007,0.995,0.9952341433049813,0.9952341433049813,9.759912911441795,-0.004765856695018722,-0.046737088558205346,1.08853815,1.12776475,-0.03922660000000011,0.0392266,-9.69877685,-9.5320638,-0.16671305000000025,-0.024516625000000403,0.06864655,0.6423355749999999,-0.573689025,-0.12013146249999998,0.111,1.08853815,0.0392266,0.0392266,1.8722142067877853e-16,9.759912911441795,0.9952341433049813,43.661324,-79.394373,107.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5826351018350584,5.697486366606211,0.593,0.0,0.0,1.5826351018350584,5.697486366606211,0.0,0.5739221190590915,0.5739221190590915,0.0,0.0,0.0,-0.0,244.993056,0.040355800613333326,145.28088220799998,221.12686569599998,0.061424129359999996,0.4889690176146474,81379.0,1783556687379000.0,1783556687000000.0
1.0,7113.162256515836,24288.0,106.89292567031826,-1002.2690093728179,53.12560401027174,1011.4282973187269,0.10689292567031827,-1.002269009372818,0.05312560401027174,1.011428297318727,1.011553010874004,1.011553010874004,9.919946334087552,0.011553010874004167,0.11329633408755294,1.0482615095248267,1.12776475,-0.07950324047517346,0.039226599999999966,-9.828901380765943,-9.53826020622695,-0.29064117453899496,-0.03845853901063734,0.5209842045673313,0.6314918641028379,-0.11050765953550656,-0.08217847435993281,0.10689292567031827,1.0482615095248267,0.039226599999999966,0.039226599999999966,6.892414516549305e-17,9.919946334087552,1.011553010874004,43.66133031857589,-79.39436415399375,107.4,0.7123857474764601,0.698455379055125,0.31592879459090234,1.0,1.0,1.0,2.0826351018350584,7.497486366606211,0.593,1.0,0.0,2.0826351018350584,7.497486366606211,0.5,0.48326285742739394,0.48326285742739394,0.0,0.0,0.0,0.0,172.76448488625664,0.02845814987154171,102.44933953755017,224.19373701862648,0.06227603806072958,0.4644698069215861,81566.3457751924,1783556687566345.8,1783556687315928.8
2.0,4139.324513031672,24288.0,102.78585134063654,-1015.5380187456358,99.25120802054349,1027.8565946374538,0.10278585134063654,-1.0155380187456358,0.09925120802054349,1.0278565946374538,1.027871878443027,1.027871878443027,10.07997975673331,0.027871878443027055,0.2733297567333112,1.0079848690496533,1.12776475,-0.11977988095034682,0.03922659999999993,-9.959025911531889,-9.5444566124539,-0.4145692990779897,-0.05240045302127427,0.9733218591346626,0.6206481532056758,0.35267370592898684,-0.04422548621986562,0.10278585134063654,1.0079848690496533,0.03922659999999993,0.03922659999999993,-4.9373130347792434e-17,10.07997975673331,1.027871878443027,43.661336637151784,-79.39435530798751,107.4,1.4247714949529202,1.39691075811025,0.6318575891818047,2.0,2.0,2.0,2.5826351018350584,9.297486366606211,0.593,2.0,0.0,2.5826351018350584,9.297486366606211,1.0,0.39260359579569637,0.39260359579569637,0.0,0.0,0.0,0.0,100.53591377251325,0.016560499129750095,59.61779686710035,227.26060834125298,0.06312794676145916,0.4399705962285249,81753.69155038481,1783556687753691.5,1783556687631857.5
3.0,1165.4867695475077,24288.0,98.6787770109548,-1028.8070281184537,145.37681203081524,1044.2848919561807,0.09867877701095482,-1.0288070281184536,0.14537681203081523,1.0442848919561807,1.0441907460120499,1.0441907460120499,10.24001317937907,0.04419074601204995,0.43336317937906954,0.9677082285744799,1.12776475,-0.16005652142552018,0.039226599999999896,-10.089150442297832,-9.550653018680848,-0.5384974236169844,-0.0663423670319112,1.4256595137019938,0.6098044423085138,0.8158550713934802,-0.006272498079798433,0.09867877701095482,0.9677082285744799,0.039226599999999896,0.039226599999999896,-1.6767040586107791e-16,10.24001317937907,1.0441907460120499,43.661342955727676,-79.39434646198126,107.4,2.1371572424293803,2.095366137165375,0.947786383772707,3.0,3.0,3.0,3.0826351018350584,11.097486366606212,0.593,3.0,0.0,3.0826351018350584,11.097486366606212,1.5,0.30194433416399885,0.30194433416399885,0.0,0.0,0.0,0.0,28.307342658769898,0.004662848387958482,16.786254196650532,230.32747966387944,0.06397985546218873,0.4154713855354637,81941.03732557721,1783556687941037.2,1783556687947786.5
4.0,549.6564368915945,24288.0,120.99351346528864,-1014.2571503893529,121.74668072679214,1031.373340363396,0.12099351346528865,-1.014257150389353,0.12174668072679212,1.031373340363396,1.0312835355703984,1.0312835355703984,10.113436684101446,0.03128353557039833,0.30678668410144677,1.186541038824373,1.12776475,0.05877628882437275,0.030469732472839774,-9.946464883865747,-9.55386631688179,-0.39259856698395756,-0.06317350779552545,1.1939270865493958,0.615674559086265,0.5782525274631309,0.014229909731635163,0.12099351346528865,1.186541038824373,0.030469732472839774,0.030469732472839774,-0.01466811981098861,10.113436684101446,1.0312835355703984,43.661350697139845,-79.39434031200211,107.4,2.6324267875652985,2.9511018383603185,1.0,3.293391426705187,4.0,3.293391426705187,3.293391426705187,11.856209136138673,0.5938929519792345,3.293391426705187,0.0,3.293391426705187,11.856209136138673,1.3574520382227218,0.22290044801201075,0.22290044801201075,0.0,0.0,0.0,0.0,13.350055539223048,0.002199755675785236,7.9191204328268485,231.2130636985867,0.06422585102738519,0.41142239599446434,82105.27308290075,1783556688105273.0,1783556688223238.0
5.0,400.6937861570502,24288.0,148.53956916664958,-994.1993428398182,84.30543996766075,1012.6527199838304,0.14853956916664962,-0.9941993428398181,0.08430543996766074,1.0126527199838304,1.0125897821222072,1.0125897821222072,9.93011358684874,0.01258978212220712,0.12346358684874253,1.456675565968124,1.12776475,0.3289108159681241,0.01997907122453875,-9.749764985460102,-9.556488982193864,-0.19327600326623823,-0.056616844515337446,0.8267539428588601,0.6248538876785285,0.2019000551803316,0.031277234260124305,0.14853956916664962,1.456675565968124,0.01997907122453875,0.01997907122453875,-0.03224041670931524,9.93011358684874,1.0125897821222072,43.66135872026287,-79.394334695816,107.4,3.0847089622507164,3.8379778570419956,1.0,3.446879685538632,5.0,3.446879685538632,3.446879685538632,12.408766867939075,0.5949627017152097,3.446879685538632,0.0,3.446879685538632,12.408766867939075,1.0876844264728893,0.1461563185952882,0.1461563185952882,0.0,0.0,0.0,0.0,9.732050678182437,0.0016046342927154137,5.776683453775489,231.66676930278567,0.06435188036188491,0.41142239599446434,82264.93323099504,1783556688264933.2,1783556688490675.5
6.0,251.73113542250604,24288.0,176.08562486801054,-974.1415352902836,46.86419920852936,993.9320996042646,0.17608562486801055,-0.9741415352902836,0.046864199208529356,0.9939320996042647,0.9938960286740159,0.9938960286740159,9.746790489596037,-0.00610397132598408,-0.0598595104039617,1.7268100931118755,1.12776475,0.5990453431118754,0.009488409976237726,-9.553065087054458,-9.55911164750594,0.006046560451481109,-0.05006018123514944,0.4595807991683243,0.6340332162707918,-0.1744524171024675,0.04832455878861344,0.17608562486801055,1.7268100931118755,0.009488409976237726,0.009488409976237726,-0.04981271360764186,9.746790489596037,0.9938960286740159,43.661366743385884,-79.39432907962988,107.4,3.536991136936134,4.724853875723673,1.0,3.600367944372077,6.0,3.600367944372077,3.600367944372077,12.961324599739477,0.5960324514511849,3.600367944372077,0.0,3.600367944372077,12.961324599739477,0.817916814723057,0.06941218917856565,0.06941218917856565,0.0,0.0,0.0,0.0,6.114045817141829,0.0010095129096455917,3.6342464747241294,232.12047490698464,0.06447790969638463,0.41142239599446434,82424.59337908935,1783556688424593.5,1783556688758112.8
7.0,209.83256178340704,24288.0,126.68875532006172,-937.5780258341711,86.94071529905938,950.5187411332305,0.1266887553200617,-0.9375780258341712,0.08694071529905936,0.9505187411332304,0.9500902990023922,0.9500902990023922,9.31720303071181,-0.04990970099760785,-0.489446969288191,1.2423922823594833,1.1274740578437603,0.11491822451572282,-0.03922660000000011,-9.194499547046673,-9.571581092156238,0.37708154510956526,-0.019613300000001388,0.8525971656875205,0.6761501387265806,0.17644702696093992,0.1274864499999998,0.1266887553200617,1.2423922823594833,-0.03922660000000011,-0.03922660000000011,-0.06538953585028869,9.31720303071181,0.9500902990023922,43.66137459284701,-79.39432314037184,107.4,4.015290910129175,5.592533308600763,1.0,3.779310571676763,7.0,3.779310571676763,3.7391923227292083,13.46109236182515,0.5910148211752351,0.09553747360067533,0.0,3.7391923227292083,13.46109236182515,0.5654159187611845,0.0,0.0,0.0,0.0,0.0,0.0,5.096413260595391,0.0008367275726509461,3.012219261543406,235.58624137066573,0.06544062260296271,0.46147267947154647,83168.77413573921,1783556689168774.2,1783556689014821.2
8.0,281.34964849187065,24288.0,123.43092707520763,-943.6282782889001,86.32017658575383,955.948454874654,0.12343092707520763,-0.9436282782889002,0.08632017658575383,0.955948454874654,0.9556255224760117,0.9556255224760117,9.37148502998938,-0.04437447752398824,-0.4351649700106192,1.2104439010020849,1.1244313548573415,0.08601254614474335,-0.03922660000000011,-9.253832255281841,-9.574623795142656,0.32079153986081577,-0.019613300000001388,0.8465117597146827,0.6708254085003476,0.17568635121433523,0.1274864499999998,0.12343092707520763,1.2104439010020849,-0.03922660000000011,-0.03922660000000011,-0.055092740633981105,9.37148502998938,0.9556255224760117,43.66138079823414,-79.39431414256049,107.4,4.7399018111986635,6.27847680226274,1.0,4.199232173489678,8.0,4.199232173489678,3.7391923227292083,13.46109236182515,0.5911699558535615,1.0955374736006753,0.0,3.7391923227292083,13.46109236182515,0.476380695436555,0.0,0.0,0.0,0.0,0.0,0.0,6.833420262570554,0.001122581192405373,4.041292292659342,237.0673619962458,0.06585204499895718,0.46912381527442554,83260.61386530843,1783556689260613.8,1783556689169955.8
9.0,352.86673520033423,24288.0,120.17309883035354,-949.6785307436292,85.69963787244829,961.3781686160775,0.12017309883035354,-0.9496785307436292,0.08569963787244829,0.9613781686160774,0.9611607459496314,0.9611607459496314,9.425767029266952,-0.03883925405036862,-0.38088297073304744,1.1784955196446865,1.1213886518709226,0.057106867773763864,-0.03922660000000011,-9.31316496351701,-9.577666498129076,0.26450153461206627,-0.019613300000001388,0.8404263537418449,0.6655006782741144,0.17492567546773052,0.1274864499999998,0.12017309883035354,1.1784955196446865,-0.03922660000000011,-0.03922660000000011,-0.044795945417673524,9.425767029266952,0.9611607459496314,43.66138700362128,-79.39430514474915,107.4,5.464512712268151,6.964420295924716,1.0,4.6191537753025935,9.0,4.6191537753025935,3.7391923227292083,13.46109236182515,0.5913250905318879,2.0955374736006753,0.0,3.7391923227292083,13.46109236182515,0.38734547211192544,0.0,0.0,0.0,0.0,0.0,0.0,8.570427264545717,0.0014084348121597996,5.070365323775279,238.54848262182588,0.06626346739495165,0.47677495107730467,83352.45359487765,1783556689352453.5,1783556689325090.5
